Year,Month,Day,Day of Year,Anomaly,Temperature,Month_Name
1881,1,11,11,-0.702,7.888,January
1881,1,12,12,-0.525,8.065,January
1881,1,13,13,-0.415,8.175,January
1881,1,14,14,-0.533,8.057,January
1881,1,15,15,-0.287,8.302999999999999,January
1881,1,16,16,-0.071,8.519,January
1881,1,17,17,-0.208,8.382,January
1881,1,18,18,-0.177,8.413,January
1881,1,19,19,0.138,8.728,January
1881,1,20,20,0.184,8.774,January
1881,1,21,21,-0.177,8.413,January
1881,1,22,22,-0.353,8.237,January
1881,1,23,23,-0.534,8.056,January
1881,1,24,24,-0.654,7.936,January
1881,1,25,25,-0.694,7.896,January
1881,1,26,26,-0.763,7.827,January
1881,1,27,27,-0.687,7.903,January
1881,1,28,28,-0.642,7.9479999999999995,January
1881,1,29,29,-0.387,8.203,January
1881,1,30,30,-0.275,8.315,January
1881,1,31,31,-0.183,8.407,January
1881,2,1,32,-0.224,8.366,February
1881,2,2,33,0.006,8.596,February
1881,2,3,34,0.06,8.65,February
1881,2,4,35,-0.189,8.401,February
1881,2,5,36,-0.255,8.334999999999999,February
1881,2,6,37,-0.35,8.24,February
1881,2,7,38,-0.178,8.411999999999999,February
1881,2,8,39,-0.148,8.442,February
1881,2,9,40,0.013,8.603,February
1881,2,10,41,-0.124,8.466,February
1881,2,11,42,-0.336,8.254,February
1881,2,12,43,-0.578,8.012,February
1881,2,13,44,-0.875,7.715,February
1881,2,14,45,-1.177,7.413,February
1881,2,15,46,-1.128,7.462,February
1881,2,16,47,-0.93,7.66,February
1881,2,17,48,-0.797,7.793,February
1881,2,18,49,-0.687,7.903,February
1881,2,19,50,-0.672,7.918,February
1881,2,20,51,-0.719,7.8709999999999996,February
1881,2,21,52,-0.682,7.9079999999999995,February
1881,2,22,53,-0.604,7.986,February
1881,2,23,54,-0.661,7.929,February
1881,2,24,55,-0.66,7.93,February
1881,2,25,56,-0.6,7.99,February
1881,2,26,57,-0.76,7.83,February
1881,2,27,58,-0.649,7.941,February
1881,2,28,59,-0.586,8.004,February
1881,3,1,60,-0.405,8.185,March
1881,3,2,61,-0.298,8.292,March
1881,3,3,62,-0.406,8.184,March
1881,3,4,63,-0.294,8.296,March
1881,3,5,64,-0.298,8.292,March
1881,3,6,65,-0.194,8.395999999999999,March
1881,3,7,66,-0.041,8.549,March
1881,3,8,67,-0.026,8.564,March
1881,3,9,68,-0.027,8.563,March
1881,3,10,69,-0.038,8.552,March
1881,3,11,70,-0.124,8.466,March
1881,3,12,71,-0.196,8.394,March
1881,3,13,72,-0.307,8.283,March
1881,3,14,73,-0.569,8.021,March
1881,3,15,74,-0.694,7.896,March
1881,3,16,75,-0.531,8.059,March
1881,3,17,76,-0.434,8.156,March
1881,3,18,77,-0.374,8.216,March
1881,3,19,78,-0.323,8.267,March
1881,3,20,79,-0.358,8.232,March
1881,3,21,80,-0.55,8.04,March
1881,3,22,81,-0.281,8.309,March
1881,3,23,82,-0.305,8.285,March
1881,3,24,83,-0.127,8.463,March
1881,3,25,84,-0.162,8.427999999999999,March
1881,3,26,85,-0.145,8.445,March
1881,3,27,86,-0.151,8.439,March
1881,3,28,87,-0.222,8.368,March
1881,3,29,88,0.023,8.613,March
1881,3,30,89,0.003,8.593,March
1881,3,31,90,-0.002,8.588,March
1881,4,1,91,-0.036,8.554,April
1881,4,2,92,-0.083,8.507,April
1881,4,3,93,-0.2,8.39,April
1881,4,4,94,-0.426,8.164,April
1881,4,5,95,-0.339,8.251,April
1881,4,6,96,-0.048,8.542,April
1881,4,7,97,-0.076,8.514,April
1881,4,8,98,-0.097,8.493,April
1881,4,9,99,-0.062,8.528,April
1881,4,10,100,-0.157,8.433,April
1881,4,11,101,-0.137,8.453,April
1881,4,12,102,-0.173,8.417,April
1881,4,13,103,-0.148,8.442,April
1881,4,14,104,0.033,8.623,April
1881,4,15,105,0.001,8.591,April
1881,4,16,106,0.172,8.762,April
1881,4,17,107,0.285,8.875,April
1881,4,18,108,0.168,8.758,April
1881,4,19,109,0.125,8.715,April
1881,4,20,110,0.169,8.759,April
1881,4,21,111,0.128,8.718,April
1881,4,22,112,0.139,8.729,April
1881,4,23,113,0.164,8.754,April
1881,4,24,114,0.242,8.832,April
1881,4,25,115,0.202,8.792,April
1881,4,26,116,0.233,8.823,April
1881,4,27,117,0.263,8.853,April
1881,4,28,118,0.094,8.684,April
1881,4,29,119,0.015,8.605,April
1881,4,30,120,-0.037,8.552999999999999,April
1881,5,1,121,-0.109,8.481,May
1881,5,2,122,-0.135,8.455,May
1881,5,3,123,0.008,8.597999999999999,May
1881,5,4,124,-0.036,8.554,May
1881,5,5,125,0.074,8.664,May
1881,5,6,126,0.057,8.647,May
1881,5,7,127,0.154,8.744,May
1881,5,8,128,0.252,8.842,May
1881,5,9,129,0.147,8.737,May
1881,5,10,130,0.07,8.66,May
1881,5,11,131,0.041,8.631,May
1881,5,12,132,0.022,8.612,May
1881,5,13,133,-0.026,8.564,May
1881,5,14,134,0.058,8.648,May
1881,5,15,135,0.062,8.652,May
1881,5,16,136,-0.106,8.484,May
1881,5,17,137,-0.216,8.374,May
1881,5,18,138,-0.267,8.323,May
1881,5,19,139,-0.236,8.354,May
1881,5,20,140,-0.151,8.439,May
1881,5,21,141,-0.198,8.392,May
1881,5,22,142,-0.216,8.374,May
1881,5,23,143,-0.104,8.486,May
1881,5,24,144,-0.113,8.477,May
1881,5,25,145,-0.125,8.465,May
1881,5,26,146,-0.195,8.395,May
1881,5,27,147,-0.25,8.34,May
1881,5,28,148,-0.465,8.125,May
1881,5,29,149,-0.48,8.11,May
1881,5,30,150,-0.389,8.201,May
1881,5,31,151,-0.307,8.283,May
1881,6,1,152,-0.359,8.231,June
1881,6,2,153,-0.367,8.222999999999999,June
1881,6,3,154,-0.594,7.9959999999999996,June
1881,6,4,155,-0.588,8.002,June
1881,6,5,156,-0.637,7.952999999999999,June
1881,6,6,157,-0.575,8.015,June
1881,6,7,158,-0.576,8.014,June
1881,6,8,159,-0.527,8.063,June
1881,6,9,160,-0.487,8.103,June
1881,6,10,161,-0.492,8.097999999999999,June
1881,6,11,162,-0.687,7.903,June
1881,6,12,163,-0.707,7.883,June
1881,6,13,164,-0.693,7.897,June
1881,6,14,165,-0.665,7.925,June
1881,6,15,166,-0.775,7.8149999999999995,June
1881,6,16,167,-0.802,7.788,June
1881,6,17,168,-0.849,7.741,June
1881,6,18,169,-0.748,7.842,June
1881,6,19,170,-0.717,7.873,June
1881,6,20,171,-0.682,7.9079999999999995,June
1881,6,21,172,-0.599,7.991,June
1881,6,22,173,-0.558,8.032,June
1881,6,23,174,-0.545,8.045,June
1881,6,24,175,-0.53,8.06,June
1881,6,25,176,-0.608,7.982,June
1881,6,26,177,-0.472,8.118,June
1881,6,27,178,-0.533,8.057,June
1881,6,28,179,-0.275,8.315,June
1881,6,29,180,-0.136,8.454,June
1881,6,30,181,-0.199,8.391,June
1881,7,1,182,-0.102,8.488,July
1881,7,2,183,-0.148,8.442,July
1881,7,3,184,-0.052,8.538,July
1881,7,4,185,0.026,8.616,July
1881,7,5,186,0.044,8.634,July
1881,7,6,187,-0.021,8.568999999999999,July
1881,7,7,188,-0.317,8.273,July
1881,7,8,189,-0.342,8.248,July
1881,7,9,190,-0.335,8.254999999999999,July
1881,7,10,191,-0.285,8.305,July
1881,7,11,192,-0.236,8.354,July
1881,7,12,193,-0.16,8.43,July
1881,7,13,194,-0.132,8.458,July
1881,7,14,195,-0.078,8.512,July
1881,7,15,196,-0.118,8.472,July
1881,7,16,197,-0.191,8.399,July
1881,7,17,198,-0.031,8.559,July
1881,7,18,199,-0.084,8.506,July
1881,7,19,200,-0.207,8.383,July
1881,7,20,201,-0.157,8.433,July
1881,7,21,202,-0.162,8.427999999999999,July
1881,7,22,203,-0.023,8.567,July
1881,7,23,204,-0.147,8.443,July
1881,7,24,205,-0.02,8.57,July
1881,7,25,206,0.081,8.671,July
1881,7,26,207,-0.048,8.542,July
1881,7,27,208,-0.022,8.568,July
1881,7,28,209,-0.111,8.479,July
1881,7,29,210,-0.19,8.4,July
1881,7,30,211,-0.125,8.465,July
1881,7,31,212,-0.092,8.498,July
1881,8,1,213,-0.023,8.567,August
1881,8,2,214,-0.023,8.567,August
1881,8,3,215,-0.053,8.536999999999999,August
1881,8,4,216,-0.014,8.576,August
1881,8,5,217,0.088,8.677999999999999,August
1881,8,6,218,0.026,8.616,August
1881,8,7,219,-0.123,8.467,August
1881,8,8,220,-0.17,8.42,August
1881,8,9,221,-0.099,8.491,August
1881,8,10,222,-0.032,8.558,August
1881,8,11,223,-0.051,8.539,August
1881,8,12,224,-0.108,8.482,August
1881,8,13,225,-0.248,8.342,August
1881,8,14,226,-0.169,8.421,August
1881,8,15,227,-0.235,8.355,August
1881,8,16,228,-0.121,8.469,August
1881,8,17,229,-0.218,8.372,August
1881,8,18,230,-0.168,8.422,August
1881,8,19,231,-0.067,8.523,August
1881,8,20,232,0.078,8.668,August
1881,8,21,233,0.103,8.693,August
1881,8,22,234,0.003,8.593,August
1881,8,23,235,-0.104,8.486,August
1881,8,24,236,-0.126,8.464,August
1881,8,25,237,-0.046,8.544,August
1881,8,26,238,0.049,8.639,August
1881,8,27,239,0.194,8.784,August
1881,8,28,240,0.206,8.796,August
1881,8,29,241,-0.035,8.555,August
1881,8,30,242,-0.134,8.456,August
1881,8,31,243,-0.207,8.383,August
1881,9,1,244,-0.275,8.315,September
1881,9,2,245,-0.278,8.312,September
1881,9,3,246,-0.072,8.518,September
1881,9,4,247,-0.125,8.465,September
1881,9,5,248,-0.332,8.258,September
1881,9,6,249,-0.334,8.256,September
1881,9,7,250,-0.347,8.243,September
1881,9,8,251,-0.352,8.238,September
1881,9,9,252,-0.419,8.171,September
1881,9,10,253,-0.261,8.329,September
1881,9,11,254,-0.222,8.368,September
1881,9,12,255,-0.395,8.195,September
1881,9,13,256,-0.306,8.284,September
1881,9,14,257,-0.239,8.350999999999999,September
1881,9,15,258,-0.176,8.414,September
1881,9,16,259,-0.245,8.345,September
1881,9,17,260,-0.164,8.426,September
1881,9,18,261,-0.229,8.361,September
1881,9,19,262,-0.271,8.318999999999999,September
1881,9,20,263,-0.386,8.204,September
1881,9,21,264,-0.507,8.083,September
1881,9,22,265,-0.673,7.917,September
1881,9,23,266,-0.588,8.002,September
1881,9,24,267,-0.577,8.013,September
1881,9,25,268,-0.535,8.055,September
1881,9,26,269,-0.498,8.092,September
1881,9,27,270,-0.621,7.968999999999999,September
1881,9,28,271,-0.596,7.994,September
1881,9,29,272,-0.5,8.09,September
1881,9,30,273,-0.478,8.112,September
1881,10,1,274,-0.443,8.147,October
1881,10,2,275,-0.444,8.145999999999999,October
1881,10,3,276,-0.482,8.108,October
1881,10,4,277,-0.52,8.07,October
1881,10,5,278,-0.762,7.827999999999999,October
1881,10,6,279,-0.616,7.974,October
1881,10,7,280,-0.504,8.086,October
1881,10,8,281,-0.435,8.155,October
1881,10,9,282,-0.552,8.038,October
1881,10,10,283,-0.605,7.984999999999999,October
1881,10,11,284,-0.679,7.911,October
1881,10,12,285,-0.647,7.943,October
1881,10,13,286,-0.683,7.907,October
1881,10,14,287,-0.596,7.994,October
1881,10,15,288,-0.52,8.07,October
1881,10,16,289,-0.418,8.172,October
1881,10,17,290,-0.481,8.109,October
1881,10,18,291,-0.612,7.978,October
1881,10,19,292,-0.753,7.837,October
1881,10,20,293,-0.582,8.008,October
1881,10,21,294,-0.634,7.9559999999999995,October
1881,10,22,295,-0.503,8.087,October
1881,10,23,296,-0.438,8.152,October
1881,10,24,297,-0.367,8.222999999999999,October
1881,10,25,298,-0.265,8.325,October
1881,10,26,299,-0.464,8.126,October
1881,10,27,300,-0.327,8.263,October
1881,10,28,301,-0.381,8.209,October
1881,10,29,302,-0.338,8.252,October
1881,10,30,303,-0.476,8.114,October
1881,10,31,304,-0.457,8.133,October
1881,11,1,305,-0.684,7.906,November
1881,11,2,306,-0.776,7.814,November
1881,11,3,307,-0.757,7.833,November
1881,11,4,308,-0.673,7.917,November
1881,11,5,309,-0.672,7.918,November
1881,11,6,310,-0.655,7.935,November
1881,11,7,311,-0.504,8.086,November
1881,11,8,312,-0.469,8.121,November
1881,11,9,313,-0.776,7.814,November
1881,11,10,314,-0.751,7.8389999999999995,November
1881,11,11,315,-0.57,8.02,November
1881,11,12,316,-0.614,7.976,November
1881,11,13,317,-0.833,7.757,November
